cohort,surface,lane,design_id,case_id,effort,treatment,repetition,run_id,pair_id,model,objective_success,success_basis,format_pass,human_accepted,status,input_tokens,output_tokens,reasoning_tokens,nonreasoning_tokens,total_tokens,cache_read_tokens,cache_write_tokens,reference_cost_usd,cache_neutral_cost_usd,elapsed_seconds,calls,missing_usage_calls,provider_seconds,first_request_input_tokens,maximum_request_input_tokens,requests_above_272000_input_tokens,known_input_tokens,known_output_tokens,known_total_tokens,known_reference_cost_usd,grading_amendment,review_disputed,full_input_observed,recorded_objective_success,adjudicated,phase_success,physical_attempts,retry_inclusive_input_tokens,retry_inclusive_output_tokens,retry_inclusive_reasoning_tokens,retry_inclusive_nonreasoning_tokens,retry_inclusive_total_tokens,retry_inclusive_cache_read_tokens,retry_inclusive_cache_write_tokens,retry_inclusive_reference_cost_usd,retry_inclusive_cache_neutral_cost_usd,retry_inclusive_elapsed_seconds,retry_inclusive_calls,retry_inclusive_known_reference_cost_usd,tool_calls,public_test_calls
broad-v2,Codex subagent,debugging,D3,D3,high,one-file-read;runtime-context,1,broad_r45,D3-high-r1,astra-early-access,True,blind_rubric,,,completed,65125,1016,320,696,66141,64178,788,0.0505672,0.28081999999999996,24.508,2,0,,32245,32880,0,65125,1016,66141,0.0505672,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,debugging,D3,D3,high,one-file-read;runtime-context,2,broad_r52,D3-high-r2,gpt-5.6-sol,True,blind_rubric,,,completed,74300,1071,392,679,75371,71296,0,0.06195439999999999,0.31862,28.243,2,0,,36798,37502,0,74300,1071,75371,0.06195439999999999,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,debugging,D3,D3,high,one-file-read;runtime-context,2,broad_r51,D3-high-r2,astra-early-access,True,blind_rubric,,,completed,65125,1109,427,682,66234,64178,788,0.0524272,0.28268,26.405,2,0,,32245,32880,0,65125,1109,66234,0.0524272,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,debugging,D3,D3,medium,one-file-read;runtime-context,1,broad_r21,D3-medium-r1,gpt-5.6-sol,True,blind_rubric,,,completed,74297,953,366,587,75250,71296,0,0.0595824,0.316248,23.833,2,0,,36798,37499,0,74297,953,75250,0.0595824,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,debugging,D3,D3,medium,one-file-read;runtime-context,1,broad_r22,D3-medium-r1,astra-early-access,True,blind_rubric,,,completed,65125,738,88,650,65863,64178,788,0.0450072,0.27525999999999995,20.057,2,0,,32245,32880,0,65125,738,65863,0.0450072,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F1,F1,high,one-file-read;runtime-context,1,broad_r31,F1-high-r1,gpt-5.6-sol,True,test,,,completed,74075,336,130,206,74411,71296,0,0.046354400000000004,0.30302,10.66,2,0,,36798,37277,0,74075,336,74411,0.046354400000000004,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F1,F1,high,one-file-read;runtime-context,1,broad_r32,F1-high-r1,astra-early-access,True,test,,,completed,64895,262,59,203,65157,64178,558,0.0343372,0.26482,9.405,2,0,,32245,32650,0,64895,262,65157,0.0343372,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F1,F1,medium,one-file-read;runtime-context,1,broad_r08,F1-medium-r1,gpt-5.6-sol,True,test,,,completed,74137,377,116,261,74514,71296,0,0.0474224,0.304088,11.465,2,0,,36798,37339,0,74137,377,74514,0.0474224,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F1,F1,medium,one-file-read;runtime-context,1,broad_r07,F1-medium-r1,astra-early-access,True,test,,,completed,64930,194,0,194,65124,64178,593,0.0331522,0.2636,8.341,2,0,,32245,32685,0,64930,194,65124,0.0331522,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F2,F2,high,one-file-read;runtime-context,1,broad_r26,F2-high-r1,gpt-5.6-sol,True,blind_rubric,,,completed,74180,1167,603,564,75347,71296,0,0.06339439999999999,0.32006,26.71,2,0,,36798,37382,0,74180,1167,75347,0.06339439999999999,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F2,F2,high,one-file-read;runtime-context,1,broad_r25,F2-high-r1,astra-early-access,True,blind_rubric,,,completed,65009,1373,663,710,66382,32089,32761,0.2047366,0.287496,30.336,2,0,,32245,32764,0,65009,1373,66382,0.2047366,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F2,F2,medium,one-file-read;runtime-context,1,broad_r01,F2-medium-r1,gpt-5.6-sol,True,blind_rubric,,,completed,74180,775,227,548,74955,36608,0,0.18043119999999999,0.31222,20.453,2,0,,36798,37382,0,74180,775,74955,0.18043119999999999,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F2,F2,medium,one-file-read;runtime-context,1,broad_r02,F2-medium-r1,astra-early-access,True,blind_rubric,,,completed,65046,813,149,664,65859,32089,32798,0.19372160000000002,0.276444,20.253,2,0,,32245,32801,0,65046,813,65859,0.19372160000000002,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F3,F3,high,one-file-read;runtime-context,1,broad_r39,F3-high-r1,gpt-5.6-sol,False,blind_rubric,,,completed,74424,919,392,527,75343,71296,0,0.0594104,0.316076,22.064,2,0,,36798,37626,0,74424,919,75343,0.0594104,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F3,F3,high,one-file-read;runtime-context,1,broad_r40,F3-high-r1,astra-early-access,False,blind_rubric,,,completed,65253,1374,513,861,66627,64178,916,0.0583672,0.28849199999999997,31.023,2,0,,32245,33008,0,65253,1374,66627,0.0583672,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F3,F3,high,one-file-read;runtime-context,2,broad_r56,F3-high-r2,gpt-5.6-sol,True,blind_rubric,,,completed,74433,878,287,591,75311,71296,0,0.0586264,0.315292,21.118,2,0,,36798,37635,0,74433,878,75311,0.0586264,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F3,F3,high,one-file-read;runtime-context,2,broad_r55,F3-high-r2,astra-early-access,True,blind_rubric,,,completed,65253,1161,408,753,66414,64178,916,0.0541072,0.284232,30.554,2,0,,32245,33008,0,65253,1161,66414,0.0541072,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F3,F3,medium,one-file-read;runtime-context,1,broad_r16,F3-medium-r1,gpt-5.6-sol,False,blind_rubric,,,completed,74453,968,393,575,75421,71296,0,0.0605064,0.317172,23.74,2,0,,36798,37655,0,74453,968,75421,0.0605064,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,fde,F3,F3,medium,one-file-read;runtime-context,1,broad_r15,F3-medium-r1,astra-early-access,False,blind_rubric,,,completed,65253,973,107,866,66226,64178,916,0.0503472,0.280472,23.667,2,0,,32245,33008,0,65253,973,66226,0.0503472,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R1,R1,high,one-file-read;runtime-context,1,broad_r34,R1-high-r1,gpt-5.6-sol,True,test,,,completed,74023,328,104,224,74351,71296,0,0.0459864,0.302652,10.64,2,0,,36798,37225,0,74023,328,74351,0.0459864,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R1,R1,high,one-file-read;runtime-context,1,broad_r33,R1-high-r1,astra-early-access,True,test,,,completed,64840,231,30,201,65071,64178,503,0.0334422,0.26398,8.737,2,0,,32245,32595,0,64840,231,65071,0.0334422,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R1,R1,medium,one-file-read;runtime-context,1,broad_r09,R1-medium-r1,gpt-5.6-sol,True,test,,,completed,73989,327,96,231,74316,71296,0,0.0458304,0.302496,12.472,2,0,,36798,37191,0,73989,327,74316,0.0458304,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R1,R1,medium,one-file-read;runtime-context,1,broad_r10,R1-medium-r1,astra-early-access,True,test,,,completed,64841,213,15,198,65054,64178,504,0.0330872,0.26362399999999997,8.392,2,0,,32245,32596,0,64841,213,65054,0.0330872,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R2,R2,high,one-file-read;runtime-context,1,broad_r38,R2-high-r1,gpt-5.6-sol,True,test,,,completed,74047,445,173,272,74492,71296,0,0.0484224,0.305088,13.212,2,0,,36798,37249,0,74047,445,74492,0.0484224,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R2,R2,high,one-file-read;runtime-context,1,broad_r37,R2-high-r1,astra-early-access,True,test,,,completed,64875,352,99,253,65227,64178,538,0.0360372,0.26654,12.795,2,0,,32245,32630,0,64875,352,65227,0.0360372,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R2,R2,medium,one-file-read;runtime-context,1,broad_r13,R2-medium-r1,gpt-5.6-sol,True,test,,,completed,74043,388,124,264,74431,71296,0,0.0472664,0.303932,12.217,2,0,,36798,37245,0,74043,388,74431,0.0472664,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R2,R2,medium,one-file-read;runtime-context,1,broad_r14,R2-medium-r1,astra-early-access,True,test,,,completed,64874,303,61,242,65177,64178,537,0.0350522,0.265556,11.08,2,0,,32245,32629,0,64874,303,65177,0.0350522,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R3,R3,high,one-file-read;runtime-context,1,broad_r42,R3-high-r1,gpt-5.6-sol,True,test,,,completed,74211,1412,1139,273,75623,71296,0,0.06841839999999999,0.32508400000000004,29.994,2,0,,36798,37413,0,74211,1412,75623,0.06841839999999999,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R3,R3,high,one-file-read;runtime-context,1,broad_r41,R3-high-r1,astra-early-access,True,test,,,completed,65039,1039,715,324,66078,64178,702,0.0505972,0.28093599999999996,26.361,2,0,,32245,32794,0,65039,1039,66078,0.0505972,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R3,R3,high,one-file-read;runtime-context,2,broad_r53,R3-high-r2,gpt-5.6-sol,True,test,,,completed,74223,1055,760,295,75278,71296,0,0.0613264,0.317992,26.602,2,0,,36798,37425,0,74223,1055,75278,0.0613264,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R3,R3,high,one-file-read;runtime-context,2,broad_r54,R3-high-r2,astra-early-access,True,test,,,completed,65038,907,622,285,65945,64178,701,0.0479522,0.278292,26.21,2,0,,32245,32793,0,65038,907,65945,0.0479522,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R3,R3,medium,one-file-read;runtime-context,1,broad_r17,R3-medium-r1,gpt-5.6-sol,True,test,,,completed,74212,1157,855,302,75369,71296,0,0.0633224,0.319988,27.329,2,0,,36798,37414,0,74212,1157,75369,0.0633224,,False,True,,,,,,,,,,,,,,,,,,
broad-v2,Codex subagent,reasoning,R3,R3,medium,one-file-read;runtime-context,1,broad_r18,R3-medium-r1,astra-early-access,True,test,,,completed,65039,697,408,289,65736,64178,702,0.0437572,0.274096,20.299,2,0,,32245,32794,0,65039,697,65736,0.0437572,,False,True,,,,,,,,,,,,,,,,,,
campaign-v3,Responses API workflows,context,CX1,CX1-32k,high,clean;nominal-32k,1,CX1-32k-high-r1-sol,CX1-32k-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,66608,1301,767,534,67909,32974,33628,0.20737360000000002,0.29245200000000005,21.483734082998126,2,0,21.47729354200419,32977,33631,0,66608,1301,67909,0.20737360000000002,,,,True,False,"[true, true]",1,66608,1301,767,534,67909,32974,33628,0.20737360000000002,0.29245200000000005,21.483734082998126,2,0.20737360000000002,0,0
campaign-v3,Responses API workflows,context,CX1,CX1-32k,high,clean;nominal-32k,1,CX1-32k-high-r1-astra,CX1-32k-high-r1,astra-early-access,True,objective workflow,,,completed,66511,849,195,654,67360,32974,33531,0.1978486,0.283024,18.616741624995484,2,0,18.608520209003473,32977,33534,0,66511,849,67360,0.1978486,,,,True,False,"[true, true]",1,66511,849,195,654,67360,32974,33531,0.1978486,0.283024,18.616741624995484,2,0.1978486,0,0
campaign-v3,Responses API workflows,context,CX1,CX1-96k,high,clean;nominal-96k,1,CX1-96k-high-r1-sol,CX1-96k-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,196232,1336,789,547,197568,97739,98487,0.5582746000000001,0.811648,21.2024728749966,2,0,21.1922288339847,97742,98490,0,196232,1336,197568,0.5582746000000001,,,,True,False,"[true, true]",1,196232,1336,789,547,197568,97739,98487,0.5582746000000001,0.811648,21.2024728749966,2,0.5582746000000001,0,0
campaign-v3,Responses API workflows,context,CX1,CX1-96k,high,clean;nominal-96k,1,CX1-96k-high-r1-astra,CX1-96k-high-r1,astra-early-access,True,objective workflow,,,completed,196032,846,202,644,196878,97739,98287,0.5474745999999999,0.801048,20.220399500001804,2,0,20.209505249993526,97742,98290,0,196032,846,196878,0.5474745999999999,,,,True,False,"[true, true]",1,196032,846,202,644,196878,97739,98287,0.5474745999999999,0.801048,20.220399500001804,2,0.5474745999999999,0,0
campaign-v3,Responses API workflows,context,CX2,CX2-32k,high,clean;nominal-32k,1,CX2-32k-high-r1-sol,CX2-32k-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,66569,1475,837,638,68044,32894,33669,0.2110266,0.29577600000000004,20.714789416000713,2,0,20.700554583003395,32897,33672,0,66569,1475,68044,0.2110266,,,,True,False,"[true, true]",1,66569,1475,837,638,68044,32894,33669,0.2110266,0.29577600000000004,20.714789416000713,2,0.2110266,0,0
campaign-v3,Responses API workflows,context,CX2,CX2-32k,high,clean;nominal-32k,1,CX2-32k-high-r1-astra,CX2-32k-high-r1,astra-early-access,True,objective workflow,,,completed,66336,821,160,661,67157,32894,33436,0.1967816,0.281764,18.26326729200082,2,0,18.255639291994157,32897,33439,0,66336,821,67157,0.1967816,,,,True,False,"[true, true]",1,66336,821,160,661,67157,32894,33436,0.1967816,0.281764,18.26326729200082,2,0.1967816,0,0
campaign-v3,Responses API workflows,context,CX2,CX2-96k,high,clean;nominal-96k,1,CX2-96k-high-r1-sol,CX2-96k-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,196293,1681,1134,547,197974,97683,98604,0.5657372,0.818792,21.83499704200949,2,0,21.823251707988675,97686,98607,0,196293,1681,197974,0.5657372,,,,True,False,"[true, true]",1,196293,1681,1134,547,197974,97683,98604,0.5657372,0.818792,21.83499704200949,2,0.5657372,0,0
campaign-v3,Responses API workflows,context,CX2,CX2-96k,high,clean;nominal-96k,1,CX2-96k-high-r1-astra,CX2-96k-high-r1,astra-early-access,True,objective workflow,,,completed,195946,841,189,652,196787,97683,98257,0.5472022,0.800604,20.366204499994637,2,0,20.355377875996055,97686,98260,0,195946,841,196787,0.5472022,,,,True,False,"[true, true]",1,195946,841,189,652,196787,97683,98257,0.5472022,0.800604,20.366204499994637,2,0.5472022,0,0
campaign-v3,Responses API workflows,public-code,HE005,HE005,high,clean,1,HE005-high-r1-sol,HE005-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,187,126,0,126,313,0,0,0.003268,0.003268,2.927388541007531,1,0,2.8668694579973817,187,187,0,187,126,313,0.003268,,,,True,False,[true],1,187,126,0,126,313,0,0,0.003268,0.003268,2.927388541007531,1,0.003268,0,0
campaign-v3,Responses API workflows,public-code,HE005,HE005,high,clean,1,HE005-high-r1-astra,HE005-high-r1,astra-early-access,True,objective workflow,,,completed,187,271,150,121,458,0,0,0.006168,0.006168,6.094235625001602,1,0,6.033354749990394,187,187,0,187,271,458,0.006168,,,,True,False,[true],1,187,271,150,121,458,0,0,0.006168,0.006168,6.094235625001602,1,0.006168,0,0
campaign-v3,Responses API workflows,public-code,HE006,HE006,high,clean,1,HE006-high-r1-sol,HE006-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,199,230,59,171,429,0,0,0.005396,0.005396,3.0114488330000313,1,0,2.949229750011,199,199,0,199,230,429,0.005396,,,,True,False,[true],1,199,230,59,171,429,0,0,0.005396,0.005396,3.0114488330000313,1,0.005396,0,0
campaign-v3,Responses API workflows,public-code,HE006,HE006,high,clean,1,HE006-high-r1-astra,HE006-high-r1,astra-early-access,True,objective workflow,,,completed,199,295,122,173,494,0,0,0.006696,0.006696,6.581044000005932,1,0,6.520832916998188,199,199,0,199,295,494,0.006696,,,,True,False,[true],1,199,295,122,173,494,0,0,0.006696,0.006696,6.581044000005932,1,0.006696,0,0
campaign-v3,Responses API workflows,public-code,HE024,HE024,high,clean,1,HE024-high-r1-sol,HE024-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,141,687,516,171,828,0,0,0.014304,0.014304,10.330181042008917,1,0,10.27072808300727,141,141,0,141,687,828,0.014304,,,,True,False,[true],1,141,687,516,171,828,0,0,0.014304,0.014304,10.330181042008917,1,0.014304,0,0
campaign-v3,Responses API workflows,public-code,HE024,HE024,high,clean,1,HE024-high-r1-astra,HE024-high-r1,astra-early-access,True,objective workflow,,,completed,141,754,515,239,895,0,0,0.015644,0.015644,15.893596708003315,1,0,15.8545382089942,141,141,0,141,754,895,0.015644,,,,True,False,[true],1,141,754,515,239,895,0,0,0.015644,0.015644,15.893596708003315,1,0.015644,0,0
campaign-v3,Responses API workflows,public-code,HE074,HE074,high,clean,1,HE074-high-r1-sol,HE074-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,282,157,58,99,439,0,0,0.004268,0.004268,3.404791249995469,1,0,3.3459430410002824,282,282,0,282,157,439,0.004268,,,,True,False,[true],1,282,157,58,99,439,0,0,0.004268,0.004268,3.404791249995469,1,0.004268,0,0
campaign-v3,Responses API workflows,public-code,HE074,HE074,high,clean,1,HE074-high-r1-astra,HE074-high-r1,astra-early-access,True,objective workflow,,,completed,282,102,0,102,384,0,0,0.003168,0.003168,3.3266232919995673,1,0,3.2619861670100363,282,282,0,282,102,384,0.003168,,,,True,False,[true],1,282,102,0,102,384,0,0,0.003168,0.003168,3.3266232919995673,1,0.003168,0,0
campaign-v3,Responses API workflows,public-code,HE083,HE083,high,clean,1,HE083-high-r1-sol,HE083-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,134,360,207,153,494,0,0,0.007736,0.007736,5.237163082987536,1,0,4.935752334000426,134,134,0,134,360,494,0.007736,,,,True,False,[true],1,134,360,207,153,494,0,0,0.007736,0.007736,5.237163082987536,1,0.007736,0,0
campaign-v3,Responses API workflows,public-code,HE083,HE083,high,clean,1,HE083-high-r1-astra,HE083-high-r1,astra-early-access,True,objective workflow,,,completed,134,319,172,147,453,0,0,0.006916,0.006916,7.331297917000484,1,0,7.037842666002689,134,134,0,134,319,453,0.006916,,,,True,False,[true],1,134,319,172,147,453,0,0,0.006916,0.006916,7.331297917000484,1,0.006916,0,0
campaign-v3,Responses API workflows,public-code,HE094,HE094,high,clean,1,HE094-high-r1-sol,HE094-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,374,394,155,239,768,0,0,0.009376,0.009376,7.1485619169980055,1,0,7.087269584008027,374,374,0,374,394,768,0.009376,,,,True,False,[true],1,374,394,155,239,768,0,0,0.009376,0.009376,7.1485619169980055,1,0.009376,0,0
campaign-v3,Responses API workflows,public-code,HE094,HE094,high,clean,1,HE094-high-r1-astra,HE094-high-r1,astra-early-access,True,objective workflow,,,completed,374,731,503,228,1105,0,0,0.016116,0.016116,14.972406959001091,1,0,14.903536292011268,374,374,0,374,731,1105,0.016116,,,,True,False,[true],1,374,731,503,228,1105,0,0,0.016116,0.016116,14.972406959001091,1,0.016116,0,0
campaign-v3,Responses API workflows,public-code,HE096,HE096,high,clean,1,HE096-high-r1-sol,HE096-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,234,317,97,220,551,0,0,0.007276,0.007276,4.297524833993521,1,0,4.229937666998012,234,234,0,234,317,551,0.007276,HE096 bytearray-domain grader correction; original fail retained,,,False,True,[false],1,234,317,97,220,551,0,0,0.007276,0.007276,4.297524833993521,1,0.007276,0,0
campaign-v3,Responses API workflows,public-code,HE096,HE096,high,clean,1,HE096-high-r1-astra,HE096-high-r1,astra-early-access,True,objective workflow,,,completed,234,472,260,212,706,0,0,0.010376,0.010376,10.157990457999404,1,0,10.097822749987245,234,234,0,234,472,706,0.010376,,,,True,False,[true],1,234,472,260,212,706,0,0,0.010376,0.010376,10.157990457999404,1,0.010376,0,0
campaign-v3,Responses API workflows,public-code,HE118,HE118,high,clean,1,HE118-high-r1-sol,HE118-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,235,367,187,180,602,0,0,0.00828,0.00828,6.745584166012122,1,0,6.692564541008323,235,235,0,235,367,602,0.00828,,,,True,False,[true],1,235,367,187,180,602,0,0,0.00828,0.00828,6.745584166012122,1,0.00828,0,0
campaign-v3,Responses API workflows,public-code,HE118,HE118,high,clean,1,HE118-high-r1-astra,HE118-high-r1,astra-early-access,True,objective workflow,,,completed,235,232,85,147,467,0,0,0.00558,0.00558,5.373189208010444,1,0,5.311723917009658,235,235,0,235,232,467,0.00558,,,,True,False,[true],1,235,232,85,147,467,0,0,0.00558,0.00558,5.373189208010444,1,0.00558,0,0
campaign-v3,Responses API workflows,public-code,HE120,HE120,high,clean,1,HE120-high-r1-sol,HE120-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,306,169,61,108,475,0,0,0.004604,0.004604,4.6757959999958985,1,0,4.615533375006635,306,306,0,306,169,475,0.004604,,,,True,False,[true],1,306,169,61,108,475,0,0,0.004604,0.004604,4.6757959999958985,1,0.004604,0,0
campaign-v3,Responses API workflows,public-code,HE120,HE120,high,clean,1,HE120-high-r1-astra,HE120-high-r1,astra-early-access,True,objective workflow,,,completed,306,180,100,80,486,0,0,0.004824,0.004824,4.798174916999415,1,0,4.739856499989401,306,306,0,306,180,486,0.004824,,,,True,False,[true],1,306,180,100,80,486,0,0,0.004824,0.004824,4.798174916999415,1,0.004824,0,0
campaign-v3,Responses API workflows,public-code,HE121,HE121,high,clean,1,HE121-high-r1-sol,HE121-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,186,179,86,93,365,0,0,0.004324,0.004324,2.7311027079995256,1,0,2.675774250004906,186,186,0,186,179,365,0.004324,,,,True,False,[true],1,186,179,86,93,365,0,0,0.004324,0.004324,2.7311027079995256,1,0.004324,0,0
campaign-v3,Responses API workflows,public-code,HE121,HE121,high,clean,1,HE121-high-r1-astra,HE121-high-r1,astra-early-access,True,objective workflow,,,completed,186,217,120,97,403,0,0,0.005084,0.005084,6.112509416008834,1,0,6.06697354199423,186,186,0,186,217,403,0.005084,,,,True,False,[true],1,186,217,120,97,403,0,0,0.005084,0.005084,6.112509416008834,1,0.005084,0,0
campaign-v3,Responses API workflows,public-code,HE125,HE125,high,clean,1,HE125-high-r1-sol,HE125-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,229,748,608,140,977,0,0,0.015876,0.015876,10.756238083005883,1,0,10.69906583300326,229,229,0,229,748,977,0.015876,,,,True,False,[true],1,229,748,608,140,977,0,0,0.015876,0.015876,10.756238083005883,1,0.015876,0,0
campaign-v3,Responses API workflows,public-code,HE125,HE125,high,clean,1,HE125-high-r1-astra,HE125-high-r1,astra-early-access,True,objective workflow,,,completed,229,260,120,140,489,0,0,0.006116,0.006116,5.884950166000635,1,0,5.821228125001653,229,229,0,229,260,489,0.006116,,,,True,False,[true],1,229,260,120,140,489,0,0,0.006116,0.006116,5.884950166000635,1,0.006116,0,0
campaign-v3,Responses API workflows,public-code,HE141,HE141,high,clean,1,HE141-high-r1-sol,HE141-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,303,331,110,221,634,0,0,0.007832,0.007832,4.418034542002715,1,0,4.355230957997264,303,303,0,303,331,634,0.007832,,,,True,False,[true],1,303,331,110,221,634,0,0,0.007832,0.007832,4.418034542002715,1,0.007832,0,0
campaign-v3,Responses API workflows,public-code,HE141,HE141,high,clean,1,HE141-high-r1-astra,HE141-high-r1,astra-early-access,True,objective workflow,,,completed,303,278,84,194,581,0,0,0.006772,0.006772,6.460062666999875,1,0,6.395568291001837,303,303,0,303,278,581,0.006772,,,,True,False,[true],1,303,278,84,194,581,0,0,0.006772,0.006772,6.460062666999875,1,0.006772,0,0
campaign-v3,Responses API workflows,public-code,HE143,HE143,high,clean,1,HE143-high-r1-sol,HE143-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,236,250,99,151,486,0,0,0.005944,0.005944,3.8699261250003474,1,0,3.8087811669975054,236,236,0,236,250,486,0.005944,,,,True,False,[true],1,236,250,99,151,486,0,0,0.005944,0.005944,3.8699261250003474,1,0.005944,0,0
campaign-v3,Responses API workflows,public-code,HE143,HE143,high,clean,1,HE143-high-r1-astra,HE143-high-r1,astra-early-access,True,objective workflow,,,completed,236,397,246,151,633,0,0,0.008884,0.008884,8.542617250001058,1,0,8.487070832998143,236,236,0,236,397,633,0.008884,,,,True,False,[true],1,236,397,246,151,633,0,0,0.008884,0.008884,8.542617250001058,1,0.008884,0,0
campaign-v3,Responses API workflows,public-code,HE148,HE148,high,clean,1,HE148-high-r1-sol,HE148-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,300,284,82,202,584,0,0,0.00688,0.00688,4.0019847079965984,1,0,3.934334667006624,300,300,0,300,284,584,0.00688,,,,True,False,[true],1,300,284,82,202,584,0,0,0.00688,0.00688,4.0019847079965984,1,0.00688,0,0
campaign-v3,Responses API workflows,public-code,HE148,HE148,high,clean,1,HE148-high-r1-astra,HE148-high-r1,astra-early-access,True,objective workflow,,,completed,300,248,78,170,548,0,0,0.00616,0.00616,5.880701041998691,1,0,5.821372458987753,300,300,0,300,248,548,0.00616,,,,True,False,[true],1,300,248,78,170,548,0,0,0.00616,0.00616,5.880701041998691,1,0.00616,0,0
campaign-v3,Responses API workflows,public-code,HE160,HE160,high,clean,1,HE160-high-r1-sol,HE160-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,297,893,499,394,1190,0,0,0.019048,0.019048,12.743456458003493,1,0,12.68115091699292,297,297,0,297,893,1190,0.019048,,,,True,False,[true],1,297,893,499,394,1190,0,0,0.019048,0.019048,12.743456458003493,1,0.019048,0,0
campaign-v3,Responses API workflows,public-code,HE160,HE160,high,clean,1,HE160-high-r1-astra,HE160-high-r1,astra-early-access,True,objective workflow,,,completed,297,729,397,332,1026,0,0,0.015768,0.015768,15.081260291000945,1,0,15.02186041600362,297,297,0,297,729,1026,0.015768,,,,True,False,[true],1,297,729,397,332,1026,0,0,0.015768,0.015768,15.081260291000945,1,0.015768,0,0
campaign-v3,Responses API workflows,public-code,HE162,HE162,high,clean,1,HE162-high-r1-sol,HE162-high-r1,gpt-5.6-sol,True,objective workflow,,,completed,165,164,50,114,329,0,0,0.00394,0.00394,2.536848125004326,1,0,2.478762625003583,165,165,0,165,164,329,0.00394,,,,True,False,[true],1,165,164,50,114,329,0,0,0.00394,0.00394,2.536848125004326,1,0.00394,0,0
campaign-v3,Responses API workflows,public-code,HE162,HE162,high,clean,1,HE162-high-r1-astra,HE162-high-r1,astra-early-access,True,objective workflow,,,completed,165,232,146,86,397,0,0,0.0053,0.0053,5.551195666994317,1,0,5.490663791002589,165,165,0,165,232,397,0.0053,,,,True,False,[true],1,165,232,146,86,397,0,0,0.0053,0.0053,5.551195666994317,1,0.0053,0,0
